ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Source
842,65,Wathing you bin do des day?,,,What have you been doing/what did you do today?,,,
843,65,Dem gwen down rumma.,,,They are going to collect periwinkles by torchlight.,,,
844,65,I thort,,,I think / thought / have thought,,,
845,65,Please dun.,,,Stop doing it.,,,
846,65,Wattaim yu danen yuus hoemwerk?,,,What time do you expect to finish your home work?,,,
847,65,I goe,,,I am going / I went,,,
848,65,Dunt  / duu,,,do not,,duu with long vowel,
849,65,He es ar bus driwer.,,,He is a bus driver.,,,
850,65,Hi bin es siela.,,,He was a sailor.,,,
851,65,Mi daun ar town.,,,I am in Kingston.,,absolute location markers,
852,65,Dem lekle sullun ap ar school.,,,The children are at the school.,,absolute location markers,
853,65,She se fatoo.,,,She is very tired.,,Se is used only when the adjective implies completion,
854,65,We go rumma try awas luck.,,,We are going to wish by torchlight and try our luck.,,,
855,65,Wi gwen teket goe hoem kuket,,,"We took it, went home and cooked it.",,,
856,65,"Oe hi kaa plieh enithing. Hi es d'blaek shiip o d' faemli, hi kaa plieh nothing.",,,"He cannot play anything. He is the black sheep of the family, he cannot play anything (instrument).",,,
857,65,Ent mi se breket.,,,I did not break it.,,,
858,65,Ai newa do ett.,,,I did not do it.,,,
859,65,Mise car nor starten good.,,,My car is not starting well.,,,
860,65,Fut nor stieh daun?,,,Why not stay down here?,,,
861,65,Yu nort se dun?,,,,,,
862,65,Yu se fattoo anieh?,,,"You are tired, aren't you?",,,
863,65,Shi se fattoo anieh?,,,"She is tired, isn't she?",,,
864,65,Doo/dunna/doont tull stolly,,,Do not lie.,,,
865,65,He fall out one tree.,,,He fell from a tree.,,,
866,65,Gat ar sullun.,,,There is a person.,,,
867,65,Gat plenty sullun.,,,There are lots of people.,,,
868,65,Dem fishen down-ar-toun.,,,They are fishing in Kingston.,,,
869,65,Dem gwen weset down ouwas side.,,,They are going to visit us.,,,
870,65,Dem one se weehee et de baes.,,,The ones that you have wrapped up are the best.,,,
871,65,Shi sor.,,,She is sick.,,,
872,65,Yu iin?,,,Are you in?,,,
873,65,D'ooni sandy beaches es dem down Kingstun.,,,The only sandy beaches are the ones in Kingston.,,,
874,65,How big ar fesh you catch et?,,,How big was the fish you caught (it)?,,,
875,65,Dars ar side me go.,,,This is the place where I went.,,,
876,65,Sullun should not had fer goe.,,,People should not have to go.,,,
877,65,Ess gude one fer go fishen.,,,It is good to go fishing.,,,
878,65,Gat orlem fish in ar sorlwater.,,,There are lots of fish in the sea.,,,
879,65,Haed nothing iin.,,,There was nothing in it.,,,
880,65,I gut plenty porpeih fer make jelly.,,,I have lots of cherry guavas to produce jelly.,,,
881,65,Dem usa play gat orn no shoe.,,,They used to play without wearing shoes.,,,
882,65,Dem goe church.,,,"They are going to church, they are church goers.",,"Most location nouns and placenames have a compulsory absolute marker (aut, daun, up, cross)",
883,65,Wattawieh yu?,,,How are you?,,,
884,65,Wattaim yu bin come?,,,When did you arrive?,,,
885,65,Dars real gude one.,,,This is a really good one.,,,
886,65,tork lavle,,,to speak really well,,,
887,65,Ai nor bin ya enibohdi tork Norf'k gude,,,I have not heard anyone speak Norf'k'k well.,,,
888,65,"Es dem de one come, unae?",,,"They are the ones that arrived, aren't they?",,,
889,65,Ess good one fer see auwas sullun.,,,It is good to see our people.,,,
890,65,Ess gut evry kinne Buffett anieh?,,,"There are all kinds of Buffetts, aren't there?",,,
891,65,Fut yu aien mais buk?,,,Why have you got an eye on my book?,,,
892,65,Dem letle sullun se gorn ar school?,,,Have the children gone to school?,,,
893,65,"Jude, you grate dem plun.",,,"Grate the bananas, Jude.",,,
894,52,They keep it to themself.,,,,,plural forms ending in -self,
895,52,We cannot change ourself.,,,,,plural forms ending in -self,
896,52,"Myself, I am K.Mishra.",,,,,e.g. as topic marker,
897,52,you-all / yall,,,,,,
898,52,them-all / they-all / we-all,,,,,,
899,52,who-all / where-all,,,,,,
900,52,who-who,,,,,,
901,52,We have two tailors who can make for us.,,,,,,
902,52,When I come back from my work just travel back to my home.,,,,,,
903,52,Maybe too much cold over here.,,,,,,
904,52,My old life I want to spend it in India.,,,,,,
905,52,Is very hard.,,,,,,
906,52,During monsoon we get lot of rain and then gets very soggy and sultry.,,,,,,
907,52,Later on womans come under [control of] their childrens.,,,,,,
908,52,hardwares / apparels / eatings,,,,,,
909,52,When I was one and a half year old we moved to Haryana.,,,,,,
910,52,There used to be many airline. One of the biggest beach in Asia.,,,,,,
911,52,So that's why I started my this business.,,,,,,
912,52,Only it's a matter of me getting the driving license.,,,,,,
913,52,Here I'm not working in kitchen.,,,,,,
914,52,We decided to rent apartment.,,,,,,
915,52,They don't understand so sometimes they ask the questions.,,,,,,
916,52,Previously we have arranged one gentleman who is running this.,,,,,,
917,52,They have two childrens. That elder girl is like 19 years old.,,,,,,
918,52,This two months,,,,,,
919,52,Son is there.,,,I have a son.,,,
920,52,more easier,,,,,,
921,52,It's not worser actually.,,,,,,
922,52,the most big responsibility,,,,,,
923,52,We are knowing each other.,,,,,,
924,52,Only dry-cleaning clothes are coming [for cleaning].,,,,,,
925,52,I have come here about six months back.,,,,,,
926,52,I am here since 2 o'clock.,,,,,,
927,52,This is the second time that such an object had been sighted here.,,,,,,
928,52,And then would be definitely be building up a hospital.,,,,,,
929,52,I would be visiting your place tomorrow.,,,I will visit your place tomorrow.,,,
930,52,"My great uncle, he come in 1953.",,,,,,
931,52,They have took more pain for this.,,,,,,
932,52,Before that I work with the French people.,,,,,,
933,52,I have seen that the making sentencing is different than Indian.,,,,,,
934,52,She don't like that paint.,,,,,,
935,52,I no want any job or anything,,,,,,
936,52,isn't it?,,,,,,
937,52,My brother say why you are telling this to everybody?,,,,,,
938,52,Now there's a lot of buildings.,,,,,,
939,52,Now they wearing American type of dresses.,,,,,,
940,52,They gonna leave.,,,,,,
941,52,We not too much educated people.,,,,,,
942,52,"Population in Los Angeles, not here.",,,,,,
943,52,They got export business.,,,,,,
944,52,There are so many people went to Africa.,,,,,,
945,52,My old life I want to spend it in India.,,,,,,
946,52,I still talk which I talked before I came here.,,,,,,
947,52,We have a cellphone everywhere in the world.,,,There are cellphones everywhere in the world.,,,
948,52,Actually this part I have not been.,,,,,,
949,52,Americans they speak slow and clear.,,,,,,
950,52,It was not too much common. Getting the accommodation has become very much difficult.,,,,,,
951,52,Not so much adjustment I have to make.,,,,,,
952,52,Do you know what does racial discrimination mean?,,,,,,
953,52,Where you will get anything?,,,,,,
954,52,I can buy ticket on train itself?,,,,,,
955,52,It becomes very clear that what kind of revenues would be there.,,,,,,
956,52,"I have joined some, like, social institutes.",,,,,,
957,52,I was like what the hell are you trying to do?,,,,,,
958,5,I thought you'd earned him.,,,,,him = pound; found in SED data from 1955 in Monmouthshire (Shirenewton),orton19621971
959,5,uh a long long time ago my two brothers George and Ralph and myself went to the Isle of Man.,,,,,,voices[Flint]
960,5,...and likewise with other people older than myself..,,,,,,
961,5,Like myself I've been a landlubber.,,,,,,
962,5,They told me theirselves.,,,,,Traditional WelE. Example recorded in north-east Wales at the border with England.,penhallurick1991[178]
963,5,hisself / theirselves,,,,,"Traditional WelE, south-east.",connolly1989[127];lewis1989[115]
964,5,Two hundred children or teenagers all there enjoying theirself.,,,,,,
965,5,I wash meself.,,,,,First person only in WelE.,penhallurick1991[178]
966,5,They look after theyselves.,,,,,Recorded once in north-east Wales at the border with England.,penhallurick1991[178]
967,5,…and some things which we've made up ourself.,,,,,,voices[Talbot Green]
968,5,they,,,,,Unstressed modifying possessive; recorded in south-east Wales; probably now obsolete.,parry1999[109]
969,5,have us tea,,,,,In the north-east.,penhallurick1991[79]
970,5,with us eyes,,,,,In the south.,parry1999[109]
971,5,cause uh they're just like us Welsh.,,,,,Subject function?,voices[Builth Wells]
972,5,Come and see we,,,,,Recorded in mid-Wales.,parry1999[109]
973,5,Never heard of they.,,,,,Recorded in mid-Wales.,parry1999[109]
974,5,Do you want to come with we?,,,Do you want to come with us?,,Informant says this is something she heard old farmers say when she was a child.,
975,5,her,,,,,Recorded in this function in several places along the Wales-England border.,parry1999[109]
976,5,Them can ride all day.,,,,,,
977,5,yourn (2SG) / ourn (3PL) / theirn (3PL),,,,,"Common in traditional WelE of south Pembroke, Gower, and the borders, but obsolete or obsolescent now.",parry1999[109]
978,5,All youse lot come with me the rest of you stay where youse is.,,,,,The speaker is quoting how younger speakers in Flint talk – possible Liverpool influence here.,voices[Flint]
979,5,thee/thou (SUBJ) / thee (OBJ),,,,,Recorded in the north-east (Pennhallurick 1991: 176) and in mid and south Wales (Parry 1999: 108). Probably obsolete or obsolescent now.,parry1999[108];penhallurick1991[176]
980,5,thee (SUBJ/OBJ) / yee (SUBJ),,,,,Recorded in Gower. Probably obsolete or obsolescent now.,penhallurick1994[164–165]
981,5,oxens,,,,,Recorded once in south-east Wales,parry1999[107]
982,5,calfs / sheafs,,,,,"Penhallurick (1991: 57) records examples of [s] plurals added to a stem in which final [f] remains, owing to the tendency to unvoicing found in northern WelE combined with absence of [z] in Welsh. Note, however, that Parry (1999: 105) records calfs and sheafs elsewhere in Wales, including areas with long-standing influence from English English dialects.",parry1999[105];penhallurick1991[157]
983,5,three foot,,,,,Common.,connolly1989[127]
984,5,two year ago,,,,,Common.,parry1999[107]
985,5,a load of turnip,,,,,,
986,5,five-hundred-thousand pound a year,,,,,,
987,5,got the headache,,,,,,parry1999[108]
988,5,got the toothache,,,,,,parry1999[108]
989,5,lay table,,,,,,parry1999[108]
990,5,could [I] have apple,,,,,,penhallurick1991[182]
991,5,them boys,,,,,,connolly1989[127]
992,5,them questions,,,,,,penhallurick1991[180]
993,5,in them days,,,,,,
994,5,"This here, that there, them there",,,,,All are pretty common.,
995,5,more firmer,,,,,,parry1999[108]
996,5,I just wanted people to think I was more superior than them.,,,,,,
997,5,horriblest,,,,,Growing in popularity.,parry1999[108]
998,5,And you're wanting these words for all these here?,,,,,Particularly but not exclusively in northern WelE.,paulasto2006[226]
999,5,We're not using the funnel for things.,,,,,Particularly but not exclusively in northern WelE.,penhallurick1996[324]
1000,5,And they were all keeping pigs.,,,,,Particularly but not exclusively in northern WelE.,mmb[Aberhosan]
1001,5,The cows do graze in the fields.,,,,,Periphrastic unstressed do (different from emphatic do) is well attested in southern and borders WelE.,parry1999[110]
1002,5,They do put up with it.,,,,,Periphrastic unstressed do (different from emphatic do) is well attested in southern and borders WelE.,connolly1989[127]
1003,5,It's just the way I do speak and that's it.,,,,,Periphrastic unstressed do (different from emphatic do) is well attested in southern and borders WelE.,
1004,5,They drinks gallons,,,,,,connolly1989[127]
1005,5,I bets on horses.,,,,,,lewis1989[118]
1006,5,…because we gets our living… I used to… off of each and every one of them.,,,,,,
1007,5,The bay that they talks about.,,,,,,
1008,5,Things like that sometimes comes along.,,,,,,penhallurick1991[194]
1009,5,I've been born and bred in Tregaron never been away.,,,,,,voices[Tregaron]
1010,5,"catched (past tense), catched (past participle)",,,,,"Parry (1999: 112–113) gives numerous examples of such forms, though not always do they show conclusively full regularization. E.g. past tense catched, past participle catched.",parry1999[112-113]
1011,5,You see their families growed up.,,,,,,voices[Talbot.Green]
1012,5,A New Zealand girl come first and I come second.,,,,,,voices[Builth.Wells]
1013,5,"When I come up here though, you know I… I… I used to listen to some boys in the youth club.",,,,,,
1014,5,They come and joined us.,,,,,,
1015,5,And he run into the caravan.,,,,,,
1016,5,And uh she give me the ring and then she gave me the change.,,,,,,
1017,5,My mother come from Cardiff.,,,,,,
1018,5,There was a Mr and Mrs. Davies and they run the shop.,,,,,,
1019,5,"That give us an in, like, that give me my free ticket.",,,,,,
1020,5,And some haven't spoke a word of English have they?,,,,,,voices[Bonymaen]
1021,5,Mick Hucknall we've sang with him and we've sang with several top class people.,,,,,,
1022,5,Uh that's where my mum and dad was travelling at the time and I was took into… my mum was took into hospital there.,,,,,,
1023,5,They told us that she'd stopped and broke her arm.,,,,,,
1024,5,I done it yesterday.,,,,,"May be restricted to certain verbs only, e.g. seen, which is widespread and common; and done as in I done it yesterday.",connolly1989[127]
1025,5,And I went back and I done two years.,,,,,"May be restricted to certain verbs only, e.g. seen, which is widespread and common; and done as in I done it yesterday.",voices[Bonymaen]
1026,5,And I sung 'Delilah' by Tom Jones.,,,,,"May be restricted to certain verbs only, e.g. seen, which is widespread and common; and done as in I done it yesterday.",
1027,5,And I just seen how my mates… the people I used to mix with.,,,,,"May be restricted to certain verbs only, e.g. seen, which is widespread and common; and done as in I done it yesterday.",
1028,5,Now that's what we done.,,,,,"May be restricted to certain verbs only, e.g. seen, which is widespread and common; and done as in I done it yesterday.",
1029,5,That Jeremy Clarkson I… I seen him was it last year?,,,,,"May be restricted to certain verbs only, e.g. seen, which is widespread and common; and done as in I done it yesterday.",
1030,5,You done your real gardening.,,,,,"May be restricted to certain verbs only, e.g. seen, which is widespread and common; and done as in I done it yesterday.",
1031,5,reach (PAST),,,,,Parry (1999: 112) records two instances of reach past tense in west Wales in the 1970s.,parry1999[112]
1032,5,sawed,,,,,Parry (1999: 112) records one instance of sawed in Gower from the 1960s.,parry1999[112]
1033,5,...which Becky have said the two of them was borned here one just by there and one by there.,,,,,,voices[.Talbot Green]
1034,5,a-cutting / a-coming / a-taking / a-doing,,,,,"Possibly obsolete or obsolescent now; a few instances recorded in Parry (1999: 112, 117).",parry1999[112]
1035,5,a-found / a-had / a-lost,,,,,Parry (1999: 113) records a number of instances from the south-west of past participles with a-prefixing. Possibly obsolete or obsolescent now.,parry1999[113]
1036,5,thee bist (2SG),,,,,"Parry (1999: 114-15) gives numerous examples of non-standard forms for be. Many of them, however, were recorded in areas of Wales with long-standing influence from English English dialects, and may now be obsolete or obsolescent.",parry1999[114–115]
1037,5,dost thee,,,,,"Auxiliary interrogative unstressed, 2SG. Parry (1999: 116) gives examples of non-standard forms for do. A proportion (but not all) can be linked to influence from English English dialects, and may now be obsolete or obsolescent.",parry1999[116]
1038,5,he hath,,,,,"Parry (1999, p. 117) gives examples of non-standard forms for have. A proportion (but not all) can be linked to influence from English English dialects, and may now be obsolete or obsolescent.",parry1999[117]
1039,5,to make it bleeding,,,to make it bleed,,Recorded in the north. Such –ing forms may be on the increase in modern WelE owing to influence from other Englishes.,penhallurick1991[193]
1040,5,"If you was to say like, ""oh"" every word that you used was...",,,,,Very common.,voices[.Splott]
1041,5,I don't know nothing about snakes.,,,,,Common.,parry1999[119]
1042,5,You had to speak Welsh else you didn't have no friends.,,,,,Common.,voices[Bonymaen]
1043,5,I don't like it neither.,,,,,Common.,
1044,5,Jewellery is not called jewellery no more you've got to call it 'bling'.,,,,,Common.,
1045,5,I wouldn't change it for nothing.,,,,,Common.,
1046,5,And they don't seem to see there's nothing wrong in swearing.,,,,,Common.,
1047,5,ain't thee,,,,,One instance recorded from the borders.,parry1999[115]
1048,5,bain't / binna,,,,,Borders and Gower.,parry1999[115]
1049,5,he don't,,,,,Recorded in mid and south Wales.,parry1999[116]
1050,5,She don't like the swearing so we don't.,,,,,,voices[Splott]
1051,5,I never done it.,,,,,Recorded in mid and south Wales.,parry1999[116]
1052,5,"But we never kept the tape unfortunately, would have done really good for this program.",,,,,,voices[Flint]
1053,5,"We saw some the other day, innit?",,,,,,penhallurick1991[205]
1054,5,"You turn round and you say, ""tidy"" isn't it?",,,,,,voices[Bonymaen]
1055,5,"When you went ill, the poultice isn't it.",,,,,,
1056,5,"And only now recently can girls wear trousers, isn't it?",,,,,,
1057,5,That men at work or in a bar they use bad language isn't it?,,,,,,
1058,5,"Aberhosan people started to go down on the bus to Machynlleth to do their bit of shopping, isn't it?",,,,,,
1059,5,You munna play with the fire.,,,You mustn't play with the fire.,,,parry1999[118]
1060,5,(You don't care for things like that but …) he do.,,,,,,parry1999[116]
1061,5,And do she want any?,,,,,,connolly1989[127]
1062,5,And he have taken the lot.,,,,,,connolly1989[127]
1063,5,... which Becky have said the two of them was borned here one just by there and one by there.,,,,,,voices[Talbot.Green]
1064,5,I likes it.,,,,,,connolly1989[127]
1065,5,"Some calls it ""fern"".",,,,,,penhallurick1991[194]
1066,5,Well you says one word.,,,,,,voices[Talbot.Green]
1067,5,There's some words in the dictionary that we think are swear words.,,,,,,voices[Bonymaen]
1068,5,There's quite a few of our members now.,,,,,,
1069,5,And in the end there's about five or six of them round you.,,,,,,
1070,5,There's certain accents which actually do hold you back.,,,,,,
1071,5,And there's strong accents in Cardiff.,,,,,,
1072,5,I think in the Liverpool context that will be true because there's so much… so many jokes about the Scouser accent.,,,,,,
1073,5,You know there's always other words.,,,,,,
1074,5,I think it's nice that there's so many accents around there was uh six girls.,,,,,,
1075,5,"There was none of these houses here then, mind.",,,,,,
1076,5,There's different terms for different words.,,,,,,
1077,5,There's various other um commentators in the media.,,,,,,
1078,5,Bethesda: there's loads of kids there.,,,,,,
1079,5,"There was five, I think.",,,,,,
1080,5,There was no first names.,,,,,,
1081,5,There is quite a few people around.,,,,,,
1082,5,There was no gardens.,,,,,,
1083,5,Yeah we got the leisure centre and we got the community centres.,,,,,,voices[Bonymaen]
1084,5,You know they're pretty pitiful if they got a problem with somebody else's accent.,,,,,,voices[Builth.Wells]
1085,5,Well for 'left handed' I uh got 'split-brain' [informant referring to questionnaire.,,,,,informant referring to questionnaire,
1086,5,… they got a Cockney accent,,,,,,
1087,5,In London you got the Cockney language.,,,,,,
1088,5,I got no qualms about having a Welsh accent.,,,,,,
1089,5,We still got good memories.,,,,,,
1090,5,I were / she were / we was / you was (PL) / they was,,,,,"Each instance recorded in a number of localities, though no one locality has all these forms.",parry1999[114]
1091,5,And these girls sitting behind me was using the f-word all the way home.,,,,,,voices[Bonymaen]
1092,5,"If you was to say like, ""oh"" every word that you used was…",,,,,,
1093,5,They was travelling in London.,,,,,,
1094,5,I weren't very pleased shall we say.,,,,,,
1095,5,And and we was in a pleasant hotel etcetera,,,,,,
1096,5,They was out there.,,,,,,
1097,5,I be / her be / she be / we be / them be / they be,,,,,In areas with long-standing influence from English English dialects - may now be obsolete or obsolescent.,parry1999[114-115]
1098,5,I know a man what'll help you.,,,,,,penhallurick1991[179]
1099,5,I'm the one that's there normally .,,,,,,
1100,5,It's the English people that brought these horrible words isn't it.,,,,,,
1101,5,There were only four women in Tregaron – I won't name them – that used to go to the pubs here.,,,,,,
1102,5,You might get the odd showman what is really Scotch.,,,,,,voices[Talbot.Green]
1103,5,He's the man which looks after the cows.,,,,,One instance in south-west Wales from the 1960s.,parry1999[110]
1104,5,one as makes wheels,,,,,,penhallurick1991[179]
1105,5,And he died on the same piece of ground as my wife was borned on.,,,,,,voices[Talbot.Green]
1106,5,"All as I can say is, now, that I've loved my place of growing up.",,,,,,mmb[Cardiff]
1107,5,"I've never dropped across one yet, he says, at give me a pound.",,,,,Recorded in SED data from 1955 in Monmouthshire (Shirenewton),orton19621971
1108,5,I know a man what’ll help you,,,,,,penhallurick1991[179]
1109,5,you might get the odd showman what is really Scotch,,,,,,voices[Talbot.Green]
1110,5,That's the man that his/that's uncle was drowned.,,,,,Parry (1999: 110) tentatively links its occurrence to possible transfer of a Welsh construction.,parry1999[110]
1111,5,There uh uh an African fellow _ used to run… run with a big spear.,,,,,,voices[Flint]
1112,5,There's a lot of English um _ come here to live now.,,,,,,voices[Holyhead]
1113,5,And there was a lady _ got on I think it was in Taff's Well.,,,,,,voices[Treorchy]
1114,5,for to get cheese,,,,,,penhallurick1991[208]
1115,5,We had rennet and that for to turn it.,,,,,"SED data for Monmouthshire (Raglan, investigated in 1955)",orton19621971
1116,5,She's exposed (...) to these foreign foods at a much earlier age than what I ever was.,,,,,,mmb[Swansea]
1117,5,"And I had the AA man out the front… out the back there… only to mend my car, mind.",,,,,,voices[Bonymaen]
1118,5,up Glasgow um in March last year,,,,,,voices[Splott]
1119,5,Well there was somebody out the cathedral come .,,,,,,
1120,5,We walk up Treorchy on Saturday night and the f-word is the norm!,,,,,,
1121,5,They've got to be proper done.,,,,,"This is a more unusual example of a feature-type that is very common, e.g. with real.",penhallurick1991[206]
1122,5,Oh they are laughing because I've got a real prominent Welsh accent.,,,,,,voices[Tregaron]
1123,5,because I talk so quick.,,,,,,voices[Bonymaen]
1124,5,He speaks very clear.,,,,,,voices[Builth.Wells]
1125,5,"But we never kept the tape unfortunately, would have done really good for this program.",,,,,,
1126,5,...that I think everybody up here speaks normal and when I hear South Walians speaking…,,,,,,
1127,5,cause she's starting to pick up words that much quicker.,,,,,,
1128,5,It's just that you're communicating in what comes natural to you.,,,,,,
1129,5,But we just dress different .,,,,,,
1130,5,Could speak Welsh really good.,,,,,,
1131,5,Dying to go to the toilet I am.,,,,,,paulasto2006[162]
1132,5,Worn out' I got.,,,,,Clefting/focus fronting is particularly common in WelE – so that 224 & 225 have 'A' also.,voices[Bonymaen]
1133,5,Dying to go to the toilet I am.,,,,,,paulasto2006[162]
1134,5,Worn out' I got.,,,,,,voices[Bonymaen]
1135,5,Dying to go to the toilet I am.,,,,,,paulasto2006[162]
1136,5,Worn out' I got.,,,,,,voices[Bonymaen]
1137,5,"You know what's that, don't you.",,,,,,penhallurick1991[209]
1138,5,I don't know what time is it.,,,,,,parry1999[119]
1139,5,"but like here people say, ""oh where you from?""",,,,,,voices[Talbot.Green]
1140,5,"She said, ""what do you mean? you off your rocker, like?""",,,,,,voices[Holyhead]
1141,5,It's just we have so many like English influences around us.,,,,,,voices[Bethesda]
1142,5,And like Siân'll be by there by the side.,,,,,,voices[Builth.Wells]
1143,5,"I went home on the next bus, like.",,,,,,
1144,5,"She said, ""what do you mean? you off your rocker, like?""",,,,,,voices[Holyhead]
1145,5,"I've heard quite a few things, like.",,,,,,
1146,5,I've put like 'boyfriend' or 'girlfriend' or whatever.,,,,,,
1147,5,"...in Pontypool and in the uh surrounding valley, like.",,,,,,
1148,5,I went abroad one time I think it was Turkey or somewhere and it was like everyone there was Turkish.,,,,,,
1149,5,But like in conversation they just come naturally.,,,,,,
1150,5,"A maid or two in the house, like, isn't it?",,,,,,
1151,5,"that give us an in, like, that give me my free ticket.",,,,,Tremorfa (Cardiff),
1152,5,"I'm like, ""no I haven't,"" and she's like, ""yeah,"" and I'm like, ""well what kind of accent have I got then?"" and she's like, ""well Welsh,"" and I'm like, ""oh right.""",,,,,,voices[Bonymaen]
1153,5,"If you was to say like, ""oh"" every word that you used was…",,,,,,voices[Splott]
1154,7,"This is another pot and saucer. A bit dusty! You see that one isn't exactly glazed proper, burnt proper is she?",,,,,,fred[Som_009]
1155,7,I've got a barley fork out there and I've had him there for years. I used to have him when I thatched the ricks - push him in the rick to keep the bottom reeds from slipping,,,,,,fred[Som_022]
1156,7,"Me and old Louise had a lovely day, us got in the train but us slept through Totnes and got out in Plymouth!",,,,,,fred[Dev_007]
1157,7,"I can see it now, that my two sisters, myself and Mother around the oil lamp on the table, you know",,,,,,fred[Wil_015]
1158,7,"he saved up and got hisself a motor-bike, then he saved up again and got some more money and bought hisself a car",,,,,,fred[Dev_001]
1159,7,I always thought it was a skilled job miself,,,,,,fred[Wil_022]
1160,7,they'd spout the wet theyselves,,,,,,fred[Som_011]
1161,7,they built the pottery theirself,,,,,,fred[Som_009]
1162,7,"I'll lie down on mi back, he said, with mi mouth under the tap",,,,,,fred[Con_003]
1163,7,us boys used to be up there,,,,,,fred[Dev_008]
1164,7,they always called I 'Willie',,,,,,fred[Som_009]
1165,7,"Me and old Louise had a lovely day, us got in the train but us slept through Totnes and got out in Plymouth!",,,,,,fred[Dev_007]
1166,7,"if I didn't know they, they knowed I",,,,,,fred[Wil_009]
1167,7,we shall have to get on with ourn,,,,,,fred[Wil_011]
1168,7,sell that to you people,,,,,,fred[Som_030]
1169,7,Put un where ye can see 'im,,,,,,fred[Wil_024]
1170,7,That's twelve mile.,,,,,,fred[Som_030]
1171,7,and it was the cold,,,,,,fred[Wil_008]
1172,7,but I stayed on until the Christmas,,,,,,fred[Con_008]
1173,7,There must have been lots of episodes with them things,,,,,,fred[Con_011]
1174,7,...this here canvas would be put down…,,,,,,fred[Som_028]
1175,7,...in that there thing that goes back…,,,,,,fred[Wil_017]
1176,7,I'd be more happier out there,,,,,,fred[Som_005]
1177,7,All they be too slow for the job,,,,,,fred[Con_004]
1178,7,"he do love these old places, oh he do",,,,,,fred[Wil_012]
1179,7,over 19 pounds I gets every week,,,,,,fred[Wil_005]
1180,7,all the men would be sat outside Ushers Brewery,,,,,,fred[Wil_017]
1181,7,There's houses built down there now,,,,,,fred[Con_004]
1182,7,There's houses built down there now,,,,,,fred[Con_004]
1183,7,they was gone (to) bed,,,,,,fred[Dev_007]
1184,7,I wondered if it would be better in the kitchen,,,,,,fred[Oxf_002]
1185,7,he catched a cat,,,,,,fred[Con_003]
1186,7,I could have went and had a hip replacement,,,,,,fred[Wil_005]
1187,7,he done several jobs,,,,,,fred[Dev_010]
1188,7,he kicks up dogs a-dying,,,,,,fred[Som_014]
1189,7,I've a-knowed them there pigs; she would have a-been at Pilton,,,,,,fred[Wil_010]
1190,7,she would have a-been at Pilton,,,,,,fred[Som_028]
1191,7,she would have a-been at Pilton,,,,,,fred[Som_028]
1192,7,the ladies didn't ride straddle like they does today,,,,,,fred[Wil_001]
1193,7,"he do love these old places, oh he do",,,,,,fred[Wil_012]
1194,7,"I said I was here, I'd push this lot …",,,,,,fred[Dev_001]
1195,7,he never come back no more,,,,,,fred[Con_003]
1196,7,I ain't sure,,,,,,fred[Con_006]
1197,7,You ain't got to do it,,,,,,fred[Wil_017]
1198,7,"Now he don't move, do he?",,,,,BUT: caused by feature 139!,fred[Som_006]
1199,7,we never thrashed in those days,,,,,,fred[Con_007]
1200,7,"about twelve, in't there",,,,,,fred[Wil_001]
1201,7,I says / we brings / they calls,,,,,,
1202,7,there's trees have fallen down there,,,,,,fred[Dev_001]
1203,7,don't say they gonna smell like a rose,,,,,,fred[Som_001]
1204,7,So they gone rakin' at the old cheese,,,,,,fred[Wil_010]
1205,7,my dear sister as is dead and gone,,,,,,fred[Wil_005]
1206,7,he got a lady what comes up from Bath,,,,,,fred[Wil_001]
1207,7,there's trees have fallen down there,,,,,,fred[Dev_001]
1208,7,they burnt them for fuel for to keep theirself warm,,,,,,fred[Dev_001]
1209,7,Always the evenings for to get the men for to do it.,,,,,,fred[Som_025]
1210,7,we were better than what they were,,,,,,fred[Wil_015]
1211,7,"… he'd get artful to it, but.",,,,,,fred[Som_001]
1212,7,I went Deny's Road.,,,,,,fred[Dev_011]
1213,7,Christmas time we'd have our parties,,,,,,fred[Con_011]
1214,7,they'd come in dinner time,,,,,,fred[Som_003]
1215,7,that was real funny,,,,,,fred[Dev_008]
1216,7,you shouldn't be real late,,,,,,fred[Wil_002]
1217,7,"This is another pot and saucer. A bit dusty! You see that one isn't exactly glazed proper, burnt proper is she?",,,,,,fred[Som_009]
1218,7,there's trees have fallen down there,,,,,,fred[Dev_001]
1219,7,it's when you get older you appreciate it more,,,,,,fred[Wil_017]
1220,7,How you going to kill them then?,,,,,,fred[Som_019]
1221,7,You ever been there?,,,,,,fred[Som_028]
1222,7,she'd teach us it,,,,,,fred[Dev_007]
1223,7,it was like moved around,,,,,,fred[Dev_003]
1224,7,You had to tie your corn behind the strappers like.,,,,,,fred[Som_006]
1225,17,"Now, if yo' wants tuh put a fellah mind away, yo' kill a toadfrog an' tie a long string to 'im an' go tuh a swingin' limb in de woods, an' swing him tuh de sunrise side, an' every time de wind shake dat tree an' keep him a-swingin'",,,,,Speaker ID: SC_m3 A doctor at ease,hyatt19701978[1028]
1226,17,An' so one day ah saw this man an' ah know the man bury the thing by the tree.,,,,,Speaker ID: FL_mA,hyatt19701978[4732]
1227,17,Me and muma was talking one time and she ain't never tole me dat marster's title.,,,,,Speaker: Sarah Wooden,perdue1992[163]
